ACCESSION_NUMBER	ISSUER_NAME	BALANCE	CURRENCY_VALUE	PERCENTAGE	INVESTMENT_COUNTRY	ISSUER_LEI
0001193125-26-029054	GORZ-4R57.AF	280.0	22.39	1.4291e-06	US	
0001193125-26-029054	JCWJ-TEQO.AF	420.0	33.61	2.1452e-06	US	
0001193125-26-029054	QGUQ-9Y8L.AF	113.0	113.01	7.213e-06	US	
0001193125-26-029054	GC1N-E4KF.AF	158.0	160.56	1.02479e-05	US	
0001193125-26-029054	XWOF-NNQ9.AF	1046.0	1061.2	6.77322e-05	US	
0001193125-26-029054	BMYP-UJBR.AF	106.0	8.46	5.4e-07	US	
0001193125-26-029054	KTT8-76PZ.AF	262.0	20.93	1.3359e-06	US	
0001193125-26-029054	4RPS-F4P4.AF	192.0	61.15	3.903e-06	US	
0001193125-26-029054	SGBZ-80XQ.AF	112.0	8.98	5.732e-07	US	
0001193125-26-029054	UH22-GTN8.AF	36.0	35.93	2.2933e-06	US	
0001193125-26-029054	K49Z-L2W9.AF	139.0	11.11	7.091e-07	US	
0001193125-26-029054	APQD-QWDO.AF	66.0	66.77	4.2617e-06	US	
0001193125-26-029054	C72H-1XMI.AF	93.0	92.75	5.9199e-06	US	
0001193125-26-029054	2PQF-E37V.AF	24.0	24.16	1.542e-06	US	
0001193125-26-029054	709C-TJST.AF	163.0	13.05	8.329e-07	US	
0001193125-26-029054	0WHU-7DLU.AF	197.0	193.99	1.23816e-05	US	
0001193125-26-029054	Q58A-A15J.AF	341.0	352.86	2.25217e-05	US	
0001193125-26-029054	5GJ5-F9JB.AF	52.0	51.9	3.3126e-06	US	
0001193125-26-029054	598B-0E14.AF	1449.0	1551.13	9.90025e-05	US	
0001193125-26-029054	CH24-6J84.AF	114.0	9.1	5.808e-07	US	
0001193125-26-029054	V1O5-82QC.AF	110.0	110.01	7.0215e-06	US	
0001193125-26-029054	WEP7-8TNZ.AF	125.0	127.05	8.1091e-06	US	
0001193125-26-029054	NIEG-B5SU.AF	104.0	8.35	5.329e-07	US	
0001193125-26-029054	0SS6-GXP8.AF	19.0	18.78	1.1987e-06	US	
0001193125-26-029054	QBHL-KUTZ.AF	1152.0	92.19	5.8841e-06	US	
0001193125-26-029054	TCFD-Y262.AF	28.0	28.7	1.8318e-06	US	
0001193125-26-029054	BQDP-T1YY.AF	302.0	24.13	1.5401e-06	US	
0001193125-26-029054	5CCY-4M7U.AF	76.0	76.4	4.8763e-06	US	
0001193125-26-029054	TBJW-XZRR.AF	135.0	135.1	8.6229e-06	US	
0001193125-26-029054	DMEA-DFXD.AF	528.0	42.24	2.696e-06	US	
0001193125-26-029054	DLNL-90HI.AF	510.0	528.24	3.37155e-05	US	
0001193125-26-029054	TVQC-0EYG.AF	151.0	12.11	7.729e-07	US	
0001193125-26-029054	0R40-FJNM.AF	298.0	36.24	2.3131e-06	US	
0001193125-26-029054	5MTI-OA2Y.AF	18.0	17.35	1.1074e-06	US	
0001193125-26-029054	RPEI-8EF4.AF	279.0	280.66	1.79134e-05	US	
0001193125-26-029054	B2ZA-0214.AF	177.0	14.2	9.063e-07	US	
0001193125-26-029054	379O-Y0UR.AF	20.0	20.04	1.2791e-06	US	
0001193125-26-029054	PIME-IVDM.AF	32.0	32.01	2.0431e-06	US	
0001193125-26-029054	Q3QB-6U9F.AF	176.0	183.65	1.17217e-05	US	
0001193125-26-029054	C835-ERQ0.AF	188.0	15.04	9.599e-07	US	
0001193125-26-029054	7JU4-9OAP.AF	18.0	18.04	1.1514e-06	US	
0001193125-26-029054	VZHX-3L4W.AF	334.0	26.71	1.7048e-06	US	
0001193125-26-029054	5YWJ-8LWT.AF	354.0	28.28	1.805e-06	US	
0001193125-26-029054	SLDT-UNR2.AF	431.0	436.65	2.78696e-05	US	
0001193125-26-029054	S0JG-806W.AF	1072.0	1026.15	6.54951e-05	US	
0001193125-26-029054	DQD2-K156.AF	91.0	90.84	5.798e-06	US	
0001193125-26-029054	GF96-6YB4.AF	172.0	13.74	8.77e-07	US	
0001193125-26-029054	LD3X-057I.AF	134.0	135.79	8.6669e-06	US	
0001193125-26-029054	5LI7-G1C7.AF	146.0	148.15	9.4558e-06	US	
0001193125-26-029054	CII8-16KO.AF	302.0	304.51	1.94357e-05	US	
0001193125-26-029054	738Z-X00L.AF	102.0	8.16	5.208e-07	US	
0001193125-26-029054	0MSU-FU2J.AF	604.0	617.58	3.94177e-05	US	
0001193125-26-029054	A844-2RJZ.AF	114.0	113.34	7.234e-06	US	
0001193125-26-029054	2AZU-R5YP.AF	199.0	201.53	1.28629e-05	US	
0001193125-26-029054	8WZJ-RH3H.AF	88.0	90.74	5.7916e-06	US	
0001193125-26-029054	MFQ2-VWGW.AF	345.0	27.61	1.7622e-06	US	
0001193125-26-029054	R2RS-CFZV.AF	10.0	9.59	6.121e-07	US	
0001193125-26-029054	VETL-I5UD.AF	205.0	16.39	1.0461e-06	US	
0001193125-26-029054	SA1N-G1BS.AF	14.0	13.68	8.731e-07	US	
0001193125-26-029054	QML5-W43W.AF	323.0	25.81	1.6474e-06	US	
0001193125-26-029054	QZ45-DSHN.AF	135.0	10.8	6.893e-07	US	
0001193125-26-029054	VDMU-JVUE.AF	44.0	44.46	2.8377e-06	US	
0001193125-26-029054	BJVU-LP9H.AF	66.0	5.3	3.383e-07	US	
0001193125-26-029054	CH7L-4K4I.AF	143.0	143.61	9.1661e-06	US	
0001193125-26-029054	L42Z-J0EU.AF	28.0	28.39	1.812e-06	US	
0001193125-26-029054	6NBT-UJK8.AF	573.0	595.34	3.79982e-05	US	
0001193125-26-029054	RFY1-P0PX.AF	121.0	120.73	7.7057e-06	US	
0001193125-26-029054	Y08R-9C7F.AF	248.0	19.87	1.2682e-06	US	
0001193125-26-029054	LJNV-V0GV.AF	624.0	49.94	3.1875e-06	US	
0001193125-26-029054	H5DC-S8Q1.AF	567.0	565.87	3.61172e-05	US	
0001193125-26-029054	KR5J-ZS9E.AF	266.0	21.26	1.3569e-06	US	
0001193125-26-029054	75IY-7I7E.AF	3169.0	3277.41	0.0002091841	US	
0001193125-26-029054	HO4P-XB3G.AF	51.0	4.09	2.61e-07	US	
0001193125-26-029054	Y4ME-CCBW.AF	8.0	7.5	4.787e-07	US	
0001193125-26-029054	OZZR-54OR.AF	21.0	1.69	1.079e-07	US	
0001193125-26-029054	6BF0-CRGF.AF	138.0	138.2	8.8208e-06	US	
0001193125-26-029054	YNV5-S0C4.AF	12.0	11.94	7.621e-07	US	
0001193125-26-029054	3XKA-LUJT.AF	75.0	75.75	4.8348e-06	US	
0001193125-26-029054	RAMN-C9U4.AF	146.0	146.27	9.3358e-06	US	
0001193125-26-029054	XBVG-MDZG.AF	381.0	392.16	2.503e-05	US	
0001193125-26-029054	7NF2-7AKM.AF	149.0	150.07	9.5784e-06	US	
0001193125-26-029054	6K4G-HLWB.AF	192.0	15.33	9.785e-07	US	
0001193125-26-029054	NUK5-I1NC.AF	750.0	59.96	3.827e-06	US	
0001193125-26-029054	3H9T-FS83.AF	52.0	4.15	2.649e-07	US	
0001193125-26-029054	4YJD-HKK3.AF	104.0	106.48	6.7962e-06	US	
0001193125-26-029054	W75R-WQ5U.AF	144.0	17.74	1.1323e-06	US	
0001193125-26-029054	W0P7-B469.AF	108.0	110.02	7.0221e-06	US	
0001193125-26-029054	MS6W-WOVN.AF	342.0	27.38	1.7476e-06	US	
0001193125-26-029054	HGQP-D1YN.AF	49.0	48.59	3.1013e-06	US	
0001193125-26-029054	BU11-VYKF.AF	128.0	10.23	6.529e-07	US	
0001193125-26-029054	NV7X-RAIV.AF	92.0	93.94	5.9958e-06	US	
0001193125-26-029054	EA1J-KU8G.AF	261.0	20.9	1.334e-06	US	
0001193125-26-029054	TVDW-SLC7.AF	432.0	437.07	2.78965e-05	US	
0001193125-26-029054	PG1P-I3QL.AF	244.0	249.49	1.5924e-05	US	
0001193125-26-029054	9LAH-BAXP.AF	42.0	7.98	5.093e-07	US	
0001193125-26-029054	4DDQ-2Z1O.AF	64.0	5.15	3.287e-07	US	
0001193125-26-029054	1X2S-5L6L.AF	3.0	2.72	1.736e-07	US	
0001193125-26-029054	3YM4-KXJE.AF	1347.0	1366.27	8.72036e-05	US	
0001193125-26-029054	ZA4P-SQND.AF	316.0	25.26	1.6122e-06	US	
0001193125-26-029054	4F4H-7NY0.AF	2279.0	182.32	1.16368e-05	US	
0001193125-26-029054	9R8V-W3PC.AF	20.0	20.07	1.281e-06	US	
0001193125-26-029054	I96H-QQMC.AF	121.0	121.75	7.7708e-06	US	
0001193125-26-029054	XWFQ-HHGX.AF	34.0	34.63	2.2103e-06	US	
0001193125-26-029054	45KC-DUWP.AF	103.0	108.5	6.9251e-06	US	
0001193125-26-029054	F3OO-Y8DB.AF	284.0	22.7	1.4489e-06	US	
0001193125-26-029054	QEJJ-JZV4.AF	113.0	113.43	7.2398e-06	US	
0001193125-26-029054	JY9J-LCDK.AF	618.0	49.42	3.1543e-06	US	
0001193125-26-029054	A9EY-BAMS.AF	1097.0	87.74	5.6001e-06	US	
0001193125-26-029054	BUWZ-3ADQ.AF	1575.0	1623.18	0.0001036012	US	
0001193125-26-029054	4JBJ-D8R1.AF	37.0	36.74	2.345e-06	US	
0001193125-26-029054	PFSK-E99G.AF	106.0	8.47	5.406e-07	US	
0001193125-26-029054	M2P6-WNOT.AF	314.0	321.06	2.0492e-05	US	
0001193125-26-029054	0Y5D-77L8.AF	259.0	266.42	1.70045e-05	US	
0001193125-26-029054	9YDV-XT3G.AF	194.0	193.28	1.23363e-05	US	
0001193125-26-029054	IP2Y-KS14.AF	62.0	4.96	3.166e-07	US	
0001193125-26-029054	09QX-F9YN.AF	118.0	9.48	6.051e-07	US	
0001193125-26-029054	4A4K-OSQK.AF	125.0	124.07	7.9189e-06	US	
0001193125-26-029054	8MS7-40IQ.AF	235.0	18.78	1.1987e-06	US	
0001193125-26-029054	MAX7-6MTL.AF	57.0	57.09	3.6438e-06	US	
0001193125-26-029054	ZCZ5-C32K.AF	179.0	170.58	1.08874e-05	US	
0001193125-26-029054	WUU7-PUEM.AF	135.0	36.23	2.3124e-06	US	
0001193125-26-029054	914E-3PMG.AF	301.0	298.34	1.90419e-05	US	
0001193125-26-029054	QWTQ-RT8O.AF	249.0	19.9	1.2701e-06	US	
0001193125-26-029054	E3ZK-SU1C.AF	143.0	11.45	7.308e-07	US	
0001193125-26-029054	RFNK-2AP0.AF	160.0	12.82	8.182e-07	US	
0001193125-26-029054	G5AC-GNM9.AF	22.0	22.49	1.4354e-06	US	
0001193125-26-029054	EGEL-THW7.AF	68.0	68.16	4.3504e-06	US	
0001193125-26-029054	XSSK-V3GW.AF	69.0	68.89	4.397e-06	US	
0001193125-26-029054	FY0T-I6VK.AF	71.0	5.71	3.644e-07	US	
0001193125-26-029054	HGI8-WH4L.AF	43.0	42.7	2.7254e-06	US	
0001193125-26-029054	VD0D-NJA5.AF	155.0	158.19	1.00966e-05	US	
0001193125-26-029054	CYE5-HVUQ.AF	355.0	362.51	2.31376e-05	US	
0001193125-26-029054	MH8A-TN2F.AF	387.0	398.96	2.5464e-05	US	
0001193125-26-029054	CWGX-UUJ1.AF	155.0	157.34	1.00424e-05	US	
0001193125-26-029054	OY7W-JU23.AF	2055.0	164.37	1.04911e-05	US	
0001193125-26-029054	WVSX-OKJD.AF	198.0	198.68	1.2681e-05	US	
0001193125-26-029054	0S51-AQ08.AF	26.0	25.99	1.6588e-06	US	
0001193125-26-029054	6O9N-K6OX.AF	32.0	31.73	2.0252e-06	US	
0001193125-26-029054	TOWP-D6SN.AF	64.0	66.33	4.2336e-06	US	
0001193125-26-029054	RSUM-1XIE.AF	67.0	68.39	4.3651e-06	US	
0001193125-26-029054	27PY-CSIV.AF	236.0	18.88	1.205e-06	US	
0001193125-26-029054	QJDQ-GH8I.AF	475.0	486.39	3.10444e-05	US	
0001193125-26-029054	3OG6-0VD4.AF	1746.0	1799.38	0.0001148473	US	
0001193125-26-029054	F6HK-MU00.AF	92.0	93.76	5.9843e-06	US	
0001193125-26-029054	J8SB-WGOK.AF	36.0	36.23	2.3124e-06	US	
0001193125-26-029054	PQVR-GOFC.AF	179.0	14.35	9.159e-07	US	
0001193125-26-029054	SQBP-50L9.AF	1243.0	1260.67	8.04636e-05	US	
0001193125-26-029054	GR3M-GZSI.AF	516.0	528.8	3.37512e-05	US	
0001193125-26-029054	I6EP-HWT3.AF	169.0	173.37	1.10655e-05	US	
0001193125-26-029054	5VGD-DS3K.AF	95.0	95.75	6.1113e-06	US	
0001193125-26-029054	SWA5-1GE8.AF	182.0	187.49	1.19667e-05	US	
0001193125-26-029054	NIO0-JN59.AF	29.0	2.34	1.494e-07	US	
0001193125-26-029054	D9B7-015V.AF	247.0	245.8	1.56884e-05	US	
0001193125-26-029054	45J0-OIDE.AF	129.0	10.28	6.561e-07	US	
0001193125-26-029054	5NVA-ZKVW.AF	42.0	42.67	2.7235e-06	US	
0001193125-26-029054	YB8B-3O16.AF	133.0	135.43	8.644e-06	US	
0001193125-26-029054	AFTH-DOUD.AF	108.0	108.66	6.9353e-06	US	
0001193125-26-029054	LM48-GUXF.AF	70.0	14.93	9.529e-07	US	
0001193125-26-029054	EVEB-RZB0.AF	419.0	424.41	2.70884e-05	US	
0001193125-26-029054	X0KC-DEPH.AF	12.0	11.46	7.314e-07	US	
0001193125-26-029054	GZP8-QR8D.AF	20.0	20.28	1.2944e-06	US	
0001193125-26-029054	U1X3-W350.AF	2012.0	2038.96	0.0001301388	US	
0001193125-26-029054	BX06-E2Z0.AF	155.0	159.39	1.01732e-05	US	
0001193125-26-029054	WCCR-HOGL.AF	68.0	5.43	3.466e-07	US	
0001193125-26-029054	0Q81-704Q.AF	779.0	62.34	3.9789e-06	US	
0001193125-26-029054	F9SG-L9VV.AF	371.0	29.71	1.8963e-06	US	
0001193125-26-029054	XRFD-K7H9.AF	25.0	25.27	1.6129e-06	US	
0001193125-26-029054	U8BM-SC72.AF	1832.0	1971.7	0.0001258458	US	
0001193125-26-029054	IHK2-KL7M.AF	799.0	810.91	5.17572e-05	US	
0001193125-26-029054	LS1Q-GA5T.AF	9.0	8.45	5.393e-07	US	
0001193125-26-029054	8JNC-FIC2.AF	111.0	8.91	5.687e-07	US	
0001193125-26-029054	00FI-13OI.AF	175.0	178.0	1.1361e-05	US	
0001193125-26-029054	C9AD-9AL9.AF	321.0	330.01	2.10632e-05	US	
0001193125-26-029054	UVHB-Z187.AF	1532.0	122.53	7.8206e-06	US	
0001193125-26-029054	Q1ZD-U96B.AF	27.0	27.28	1.7412e-06	US	
0001193125-26-029054	1LTO-JWV4.AF	50.0	50.53	3.2251e-06	US	
0001193125-26-029054	JG91-X6B8.AF	872.0	881.33	5.62518e-05	US	
0001193125-26-029054	7FIX-HO9T.AF	250.0	19.97	1.2746e-06	US	
0001193125-26-029054	0J4V-CGL3.AF	218.0	222.92	1.42281e-05	US	
0001193125-26-029054	D9B3-2K77.AF	362.0	28.97	1.849e-06	US	
0001193125-26-029054	NKO1-CV15.AF	142.0	142.57	9.0997e-06	US	
0001193125-26-029054	NX93-2J7B.AF	817.0	844.34	5.38909e-05	US	
0001193125-26-029054	X7V3-RKJR.AF	26.0	2.06	1.315e-07	US	
0001193125-26-029054	Q030-4J8G.AF	115.0	9.2	5.872e-07	US	
0001193125-26-029054	115W-VJ7K.AF	148.0	11.86	7.57e-07	US	
0001193125-26-029054	PXDD-NPAH.AF	659.0	52.73	3.3655e-06	US	
0001193125-26-029054	P5GU-1TQ1.AF	39.0	3.1	1.979e-07	US	
0001193125-26-029054	XPF2-IORG.AF	1284.0	102.75	6.5581e-06	US	
0001193125-26-029054	LUPG-T1WK.AF	74.0	73.64	4.7002e-06	US	
0001193125-26-029054	7W5W-M2SO.AF	79.0	6.36	4.059e-07	US	
0001193125-26-029054	MQWS-BFYJ.AF	89.0	90.88	5.8005e-06	US	
0001193125-26-029054	JP6C-M6ZD.AF	765.0	61.22	3.9074e-06	US	
0001193125-26-029054	2XYR-SWB1.AF	373.0	383.6	2.44837e-05	US	
0001193125-26-029054	T7DJ-3NFO.AF	437.0	34.94	2.2301e-06	US	
0001193125-26-029054	4MJL-69T1.AF	172.0	175.31	1.11893e-05	US	
0001193125-26-029054	QHLK-PZCQ.AF	49.0	49.51	3.16e-06	US	
0001193125-26-029054	D2N4-MF5L.AF	205.0	16.41	1.0474e-06	US	
0001193125-26-029054	9AVO-DPSU.AF	82.0	6.6	4.213e-07	US	
0001193125-26-029054	B28O-8STR.AF	57.0	58.24	3.7172e-06	US	
0001193125-26-029054	ZF2X-QLUQ.AF	93.0	93.07	5.9403e-06	US	
0001193125-26-029054	OFU1-L32J.AF	160.0	161.31	1.02958e-05	US	
0001193125-26-029054	77TS-BVKA.AF	11.0	11.36	7.251e-07	US	
0001193125-26-029054	CDIV-9FUZ.AF	149.0	150.27	9.5911e-06	US	
0001193125-26-029054	RZ7G-BXYD.AF	317.0	320.55	2.04594e-05	US	
0001193125-26-029054	F31X-IG4W.AF	158.0	12.64	8.068e-07	US	
0001193125-26-029054	227Y-C6SV.AF	239.0	19.11	1.2197e-06	US	
0001193125-26-029054	YKX6-NFM9.AF	320.0	320.37	2.0448e-05	US	
0001193125-26-029054	C96Y-Y3XQ.AF	163.0	166.2	1.06079e-05	US	
0001193125-26-029054	2I3I-UO3W.AF	1042.0	1044.37	6.6658e-05	US	
0001193125-26-029054	ZE2O-U6IS.AF	183.0	182.15	1.16259e-05	US	
0001193125-26-029054	GCVE-VGIS.AF	429.0	34.36	2.1931e-06	US	
0001193125-26-029054	XNL4-IFEZ.AF	101.0	8.07	5.151e-07	US	
0001193125-26-029054	SXA7-T0SJ.AF	1193.0	95.48	6.0941e-06	US	
0001193125-26-029054	VFQ6-3Z2B.AF	13.0	12.89	8.227e-07	US	
0001193125-26-029054	8IQW-VX1H.AF	273.0	21.82	1.3927e-06	US	
0001193125-26-029054	VJ4J-4CSL.AF	210.0	16.84	1.0748e-06	US	
0001193125-26-029054	A0J0-SJPP.AF	68.0	5.45	3.479e-07	US	
0001193125-26-029054	MQKU-DP8K.AF	106.0	106.2	6.7783e-06	US	
0001193125-26-029054	UCYS-RHNO.AF	704.0	713.54	4.55424e-05	US	
0001193125-26-029054	TJ2D-MWD7.AF	21.0	20.69	1.3206e-06	US	
0001193125-26-029054	GBQA-S8GC.AF	555.0	44.39	2.8332e-06	US	
0001193125-26-029054	9YWZ-YWHL.AF	84.0	83.93	5.3569e-06	US	
0001193125-26-029054	VRV6-6U1L.AF	123.0	125.11	7.9853e-06	US	
0001193125-26-029054	9FIV-WGK2.AF	1717.0	137.37	8.7678e-06	US	
0001193125-26-029054	C31D-VTG4.AF	21.0	21.48	1.371e-06	US	
0001193125-26-029054	FAVH-05PU.AF	154.0	12.28	7.838e-07	US	
0001193125-26-029054	A1A5-RN2Y.AF	98.0	7.85	5.01e-07	US	
0001193125-26-029054	R929-KG86.AF	357.0	349.61	2.23142e-05	US	
0001193125-26-029054	KCZX-M5RJ.AF	121.0	122.24	7.8021e-06	US	
0001193125-26-029054	D24U-PIN2.AF	400.0	32.04	2.045e-06	US	
0001193125-26-029054	JZKD-SYP9.AF	63.0	63.55	4.0561e-06	US	
0001193125-26-029054	IIHF-MFI3.AF	77.0	77.57	4.951e-06	US	
0001193125-26-029054	BLE0-6D9U.AF	59.0	59.55	3.8008e-06	US	
0001193125-26-029054	C3JU-UUCW.AF	298.0	300.61	1.91867e-05	US	
0001193125-26-029054	DHWF-04UP.AF	481.0	489.15	3.12205e-05	US	
0001193125-26-029054	GP68-E1I8.AF	60.0	4.83	3.083e-07	US	
0001193125-26-029054	H6NO-25MS.AF	582.0	589.59	3.76312e-05	US	
0001193125-26-029054	X538-N58V.AF	884.0	923.05	5.89146e-05	US	
0001193125-26-029054	5TBL-LU7O.AF	113.0	114.59	7.3138e-06	US	
0001193125-26-029054	DQAN-EOHF.AF	690.0	713.81	4.55597e-05	US	
0001193125-26-029054	2723-JS6P.AF	186.0	188.81	1.2051e-05	US	
0001193125-26-029054	KLQR-YYCP.AF	114.0	113.7	7.257e-06	US	
0001193125-26-029054	FS01-OOBS.AF	69.0	68.09	4.3459e-06	US	
0001193125-26-029054	T6FL-00A3.AF	63.0	5.04	3.217e-07	US	
0001193125-26-029054	SQAN-QTQL.AF	266.0	266.19	1.69899e-05	US	
0001193125-26-029054	1Q7C-X5W8.AF	330.0	329.19	2.10109e-05	US	
0001193125-26-029054	APE4-MDLE.AF	69.0	5.49	3.504e-07	US	
0001193125-26-029054	7SH7-JJH6.AF	211.0	16.91	1.0793e-06	US	
0001193125-26-029054	0Y9D-B9IO.AF	480.0	480.84	3.06901e-05	US	
0001193125-26-029054	HH05-RQTG.AF	19.0	19.22	1.2267e-06	US	
0001193125-26-029054	FUZ0-WSRU.AF	35.0	35.54	2.2684e-06	US	
0001193125-26-029054	JMAZ-WI2E.AF	62.0	4.99	3.185e-07	US	
0001193125-26-029054	CWHW-S9PO.AF	577.0	589.15	3.76031e-05	US	
0001193125-26-029054	EXJZ-30WD.AF	34.0	34.55	2.2052e-06	US	
0001193125-26-029054	B91X-N18W.AF	15.0	15.4	9.829e-07	US	
0001193125-26-029054	5F5B-A7X5.AF	133.0	132.73	8.4716e-06	US	
0001193125-26-029054	5DDJ-OKLL.AF	29.0	29.62	1.8905e-06	US	
0001193125-26-029054	HF06-NVF1.AF	57.0	56.75	3.6221e-06	US	
0001193125-26-029054	H3LO-QKMN.AF	486.0	38.86	2.4803e-06	US	
0001193125-26-029054	WXPA-849R.AF	16.0	16.0	1.0212e-06	US	
0001193125-26-029054	070T-760E.AF	33.0	32.87	2.098e-06	US	
0001193125-26-029054	OJCR-HM6L.AF	38.0	38.32	2.4458e-06	US	
0001193125-26-029054	0IXF-V5AF.AF	79.0	80.28	5.124e-06	US	
0001193125-26-029054	KIBU-PD03.AF	41.0	41.49	2.6481e-06	US	
0001193125-26-029054	B676-0SCE.AF	25.0	24.55	1.5669e-06	US	
0001193125-26-029054	RLJQ-EZSS.AF	110.0	8.84	5.642e-07	US	
0001193125-26-029054	AFAX-5FS2.AF	23.0	1.87	1.194e-07	US	
0001193125-26-029054	I7ZZ-TH8R.AF	2595.0	2715.46	0.0001733171	US	
0001193125-26-029054	BNWY-9DNX.AF	123.0	125.47	8.0083e-06	US	
0001193125-26-029054	TRVH-FPK7.AF	82.0	6.53	4.168e-07	US	
0001193125-26-029054	UMT4-BECO.AF	372.0	29.77	1.9001e-06	US	
0001193125-26-029054	RQG4-B8Q8.AF	168.0	13.4	8.553e-07	US	
0001193125-26-029054	12W3-5765.AF	570.0	45.6	2.9105e-06	US	
0001193125-26-029054	6UF9-SHY7.AF	97.0	96.84	6.1809e-06	US	
0001193125-26-029054	9EBO-OG94.AF	68.0	68.58	4.3772e-06	US	
0001193125-26-029054	4NRA-KQCC.AF	75.0	76.23	4.8655e-06	US	
0001193125-26-029054	E7CN-1V62.AF	153.0	12.26	7.825e-07	US	
0001193125-26-029054	RE1M-IDSM.AF	219.0	17.53	1.1189e-06	US	
0001193125-26-029054	ALOL-JKU4.AF	84.0	6.7	4.276e-07	US	
0001193125-26-029054	8KYR-AVNV.AF	129.0	10.31	6.58e-07	US	
0001193125-26-029054	FMAG-N68L.AF	311.0	319.28	2.03784e-05	US	
0001193125-26-029054	0S3Z-CRSW.AF	55.0	55.44	3.5385e-06	US	
0001193125-26-029054	TUXD-X0IV.AF	126.0	10.08	6.434e-07	US	
0001193125-26-029054	4KFP-LY20.AF	85.0	86.76	5.5375e-06	US	
0001193125-26-029054	I9RG-GKJX.AF	84.0	86.13	5.4973e-06	US	
0001193125-26-029054	QU83-XRCL.AF	149.0	11.9	7.595e-07	US	
0001193125-26-029054	S81K-G96H.AF	42.0	3.37	2.151e-07	US	
0001193125-26-029054	V5D1-V4SV.AF	980.0	78.36	5.0014e-06	US	
0001193125-26-029054	AHQM-MXQ6.AF	223.0	17.85	1.1393e-06	US	
0001193125-26-029054	3F9S-FB6L.AF	53.0	52.61	3.3579e-06	US	
0001193125-26-029054	Y1IE-BKBK.AF	49.0	48.75	3.1115e-06	US	
0001193125-26-029054	NV1H-9ZOM.AF	134.0	10.74	6.855e-07	US	
0001193125-26-029054	B1S2-PCTQ.AF	44.0	3.55	2.266e-07	US	
0001193125-26-029054	P90J-3T0T.AF	75.0	73.77	4.7084e-06	US	
0001193125-26-029054	EWH4-FKGG.AF	139.0	139.54	8.9063e-06	US	
0001193125-26-029054	2LJ6-CV3N.AF	17.0	17.05	1.0882e-06	US	
0001193125-26-029054	B74I-TKSG.AF	443.0	446.86	2.85213e-05	US	
0001193125-26-029054	4AZQ-DFMR.AF	140.0	140.47	8.9656e-06	US	
0001193125-26-029054	1C0E-GL8Q.AF	50.0	50.87	3.2468e-06	US	
0001193125-26-029054	24WV-GQHX.AF	218.0	224.03	1.42989e-05	US	
0001193125-26-029054	ZTF4-C2B5.AF	252.0	20.2	1.2893e-06	US	
0001193125-26-029054	UJSW-OIFM.AF	133.0	135.09	8.6223e-06	US	
0001193125-26-029054	MJCF-05LL.AF	2628.0	2672.58	0.0001705802	US	
0001193125-26-029054	1X22-Q8YP.AF	270.0	277.04	1.76824e-05	US	
0001193125-26-029054	XU7H-0LZH.AF	133.0	133.65	8.5304e-06	US	
0001193125-26-029054	C6YU-J0HV.AF	15.0	1.16	7.4e-08	US	
0001193125-26-029054	SMGX-QOML.AF	33.0	2.68	1.711e-07	US	
0001193125-26-029054	TXTJ-69R4.AF	1254.0	1311.32	8.36964e-05	US	
0001193125-26-029054	YI7G-R4WR.AF	198.0	198.08	1.26427e-05	US	
0001193125-26-029054	XEJ8-S16C.AF	29.0	28.04	1.7897e-06	US	
0001193125-26-029054	NT6H-ADO4.AF	798.0	63.82	4.0734e-06	US	
0001193125-26-029054	HRPX-9Z1C.AF	33.0	32.86	2.0973e-06	US	
0001193125-26-029054	W1GP-H588.AF	31.0	31.04	1.9812e-06	US	
0001193125-26-029054	YMLR-S0M7.AF	11.0	11.48	7.327e-07	US	
0001193125-26-029054	5XY6-ASZM.AF	49.0	49.74	3.1747e-06	US	
0001193125-26-029054	221C-9F3O.AF	194.0	15.52	9.906e-07	US	
0001193125-26-029054	1HBJ-2XQH.AF	438.0	216.02	1.37877e-05	US	
0001193125-26-029054	9APV-E0UJ.AF	53.0	53.17	3.3936e-06	US	
0001193125-26-029054	93SM-IMKB.AF	114.0	9.15	5.84e-07	US	
0001193125-26-029054	P5LP-4CV1.AF	122.0	9.74	6.217e-07	US	
0001193125-26-029054	TSEG-CQOT.AF	100.0	101.43	6.4739e-06	US	
0001193125-26-029054	O0EN-RYY0.AF	182.0	16.48	1.0519e-06	US	
0001193125-26-029054	HWBG-JL75.AF	290.0	23.21	1.4814e-06	US	
0001193125-26-029054	Q4ZS-9XY4.AF	49.0	3.93	2.508e-07	US	
0001193125-26-029054	D387-YN4V.AF	1296.0	103.7	6.6188e-06	US	
0001193125-26-029054	B7FE-RT09.AF	319.0	25.53	1.6295e-06	US	
0001193125-26-029054	0Z88-DNIH.AF	14.0	14.56	9.293e-07	US	
0001193125-26-029054	6R3T-CMNC.AF	78.0	79.21	5.0557e-06	US	
0001193125-26-029054	LUFG-W0J8.AF	66.0	5.25	3.351e-07	US	
0001193125-26-029054	UTBE-DTDA.AF	304.0	308.28	1.96763e-05	US	
0001193125-26-029054	O4B0-J6GG.AF	28.0	27.79	1.7737e-06	US	
0001193125-26-029054	6H5C-8C2B.AF	117.0	118.48	7.5621e-06	US	
0001193125-26-029054	D11A-BB36.AF	226.0	18.07	1.1533e-06	US	
0001193125-26-029054	JOMQ-V620.AF	674.0	53.93	3.4421e-06	US	
